Type of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Middle Filter Zone ID,Middle Filter Zone Name,Middle Filter Zone Direction (degrees),Middle Filter Zone is Bi-Direction,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Day Type,Day Part,Average Daily O-M-D Traffic (StL Index),Average Daily Origin Zone Traffic (StL Index),Average Daily Middle Filter Zone Traffic (StL Index),Average Daily Destination Zone Traffic (StL Index),Avg Trip Duration (sec)
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Fulton St beforw Franklin AVE,yes,105,no,0: All Days (M-Su),0: All Day (12am-12am),2316,35617,24995,20954,484
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Fulton St beforw Franklin AVE,yes,105,no,0: All Days (M-Su),1: Peak AM (7am-10am),213,3901,2471,2506,474
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Fulton St beforw Franklin AVE,yes,105,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),473,7663,5268,4396,495
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Fulton St beforw Franklin AVE,yes,105,no,1: Weekday (Tu-Th),0: All Day (12am-12am),2292,36761,25462,21954,482
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Fulton St beforw Franklin AVE,yes,105,no,1: Weekday (Tu-Th),1: Peak AM (7am-10am),228,4456,2789,2892,464
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Fulton St beforw Franklin AVE,yes,105,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),519,7230,5012,4848,482
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Gates before Franklin Ave,yes,81,no,0: All Days (M-Su),0: All Day (12am-12am),142,35617,24995,4492,574
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Gates before Franklin Ave,yes,81,no,0: All Days (M-Su),1: Peak AM (7am-10am),7,3901,2471,577,554
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Gates before Franklin Ave,yes,81,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),28,7663,5268,1076,550
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Gates before Franklin Ave,yes,81,no,1: Weekday (Tu-Th),0: All Day (12am-12am),80,36761,25462,4696,746
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Gates before Franklin Ave,yes,81,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),15,7230,5012,1360,487
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Greene before Franklin Ave,yes,82,no,0: All Days (M-Su),0: All Day (12am-12am),439,35617,24995,6975,606
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Greene before Franklin Ave,yes,82,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),125,7663,5268,2015,744
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Greene before Franklin Ave,yes,82,no,1: Weekday (Tu-Th),0: All Day (12am-12am),514,36761,25462,7620,610
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Greene before Franklin Ave,yes,82,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),143,7230,5012,2399,741
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Lafayette before Franklin Ave,yes,80,no,0: All Days (M-Su),0: All Day (12am-12am),5769,35617,24995,26626,405
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Lafayette before Franklin Ave,yes,80,no,0: All Days (M-Su),1: Peak AM (7am-10am),426,3901,2471,3071,372
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Lafayette before Franklin Ave,yes,80,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),1536,7663,5268,6329,410
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Lafayette before Franklin Ave,yes,80,no,1: Weekday (Tu-Th),0: All Day (12am-12am),6123,36761,25462,29349,391
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Lafayette before Franklin Ave,yes,80,no,1: Weekday (Tu-Th),1: Peak AM (7am-10am),377,4456,2789,3479,377
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette before St Felix St,81,no,,Lafayette before Franklin Ave,yes,80,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),1747,7230,5012,7487,389
Personal,,Lafayette/Ashland,yes,N/A,no,,LAfayette before Washington Ave,84,no,,Fulton St beforw Franklin AVE,yes,105,no,0: All Days (M-Su),0: All Day (12am-12am),38,35617,27297,20954,543
Personal,,Lafayette/Ashland,yes,N/A,no,,LAfayette before Washington Ave,84,no,,Fulton St beforw Franklin AVE,yes,105,no,1: Weekday (Tu-Th),0: All Day (12am-12am),47,36761,30092,21954,607
Personal,,Lafayette/Ashland,yes,N/A,no,,LAfayette before Washington Ave,84,no,,Gates before Franklin Ave,yes,81,no,0: All Days (M-Su),0: All Day (12am-12am),52,35617,27297,4492,637
Personal,,Lafayette/Ashland,yes,N/A,no,,LAfayette before Washington Ave,84,no,,Gates before Franklin Ave,yes,81,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),14,7663,6213,1076,461
Personal,,Lafayette/Ashland,yes,N/A,no,,LAfayette before Washington Ave,84,no,,Gates before Franklin Ave,yes,81,no,1: Weekday (Tu-Th),0: All Day (12am-12am),33,36761,30092,4696,1033
Personal,,Lafayette/Ashland,yes,N/A,no,,LAfayette before Washington Ave,84,no,,Gates before Franklin Ave,yes,81,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),15,7230,6970,1360,487
Personal,,Lafayette/Ashland,yes,N/A,no,,LAfayette before Washington Ave,84,no,,Greene before Franklin Ave,yes,82,no,0: All Days (M-Su),0: All Day (12am-12am),119,35617,27297,6975,501
Personal,,Lafayette/Ashland,yes,N/A,no,,LAfayette before Washington Ave,84,no,,Greene before Franklin Ave,yes,82,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),26,7663,6213,2015,666
Personal,,Lafayette/Ashland,yes,N/A,no,,LAfayette before Washington Ave,84,no,,Greene before Franklin Ave,yes,82,no,1: Weekday (Tu-Th),0: All Day (12am-12am),111,36761,30092,7620,381
Personal,,Lafayette/Ashland,yes,N/A,no,,LAfayette before Washington Ave,84,no,,Lafayette before Franklin Ave,yes,80,no,0: All Days (M-Su),0: All Day (12am-12am),5851,35617,27297,26626,424
Personal,,Lafayette/Ashland,yes,N/A,no,,LAfayette before Washington Ave,84,no,,Lafayette before Franklin Ave,yes,80,no,0: All Days (M-Su),1: Peak AM (7am-10am),455,3901,3244,3071,432
Personal,,Lafayette/Ashland,yes,N/A,no,,LAfayette before Washington Ave,84,no,,Lafayette before Franklin Ave,yes,80,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),1545,7663,6213,6329,448
Personal,,Lafayette/Ashland,yes,N/A,no,,LAfayette before Washington Ave,84,no,,Lafayette before Franklin Ave,yes,80,no,1: Weekday (Tu-Th),0: All Day (12am-12am),6332,36761,30092,29349,424
Personal,,Lafayette/Ashland,yes,N/A,no,,LAfayette before Washington Ave,84,no,,Lafayette before Franklin Ave,yes,80,no,1: Weekday (Tu-Th),1: Peak AM (7am-10am),397,4456,3872,3479,519
Personal,,Lafayette/Ashland,yes,N/A,no,,LAfayette before Washington Ave,84,no,,Lafayette before Franklin Ave,yes,80,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),1798,7230,6970,7487,466
